age,edu,edunumber,gender,gov,marriage,occupation,relation,skin,workhour,income
50,4,0,2,5,2,0,4,1,40,0
37,2,10,1,1,1,4,3,1,45,1
23,4,0,2,1,3,0,2,2,40,0
74,4,0,1,1,1,3,3,1,30,0
67,2,10,1,1,1,4,3,1,70,0
59,2,10,1,1,1,2,3,1,43,1
28,4,0,1,1,1,0,3,1,40,0
45,4,0,1,1,1,0,3,3,40,0
63,2,10,1,2,1,0,3,1,20,0
39,1,13,2,1,3,6,4,1,63,0
33,2,10,2,6,2,3,6,5,40,0
32,1,13,1,1,3,3,4,2,40,0
34,1,13,1,1,1,5,3,1,45,1
39,4,0,1,1,3,7,5,1,40,0
29,12,14,1,6,1,0,3,1,36,0
22,4,0,1,1,1,8,3,1,40,0
53,1,13,2,1,2,4,4,1,43,1
46,8,11,1,1,1,2,3,1,42,0
51,2,10,2,1,1,3,1,1,40,1
44,5,15,2,1,2,6,4,1,99,0
56,4,0,2,6,2,0,4,1,40,0
27,1,13,2,1,3,0,2,5,40,0
52,0,5,2,1,6,8,4,2,30,0
39,1,13,1,1,3,6,4,1,40,1
45,2,10,1,4,1,5,3,1,40,1
37,2,10,1,1,1,2,3,1,45,0
33,4,0,1,1,2,0,2,1,40,0
35,4,0,2,0,3,0,4,1,4,0
46,16,3,2,1,1,2,1,1,45,0
35,11,8,2,1,1,2,1,1,50,0
33,4,0,1,1,1,5,3,5,50,0
48,1,13,1,1,1,4,3,1,40,0
32,4,0,1,1,2,8,2,1,50,0
18,14,6,1,0,3,0,2,1,40,0
20,2,10,2,1,3,3,2,1,32,0
35,4,0,1,1,3,0,2,2,60,0
19,4,0,2,1,3,7,2,1,25,0
21,4,0,2,1,3,4,2,1,40,0
56,3,7,2,1,4,8,4,1,40,0
28,1,13,2,1,3,0,2,1,16,0
45,4,0,2,1,2,2,6,1,40,0
32,8,11,2,1,1,0,1,1,45,0
44,1,13,1,1,1,2,3,1,12,0
55,4,0,1,1,1,6,3,1,40,1
34,2,10,1,1,1,0,3,1,40,1
33,12,14,1,1,1,6,3,1,40,1
36,1,13,1,1,3,5,2,1,55,0
25,4,0,2,1,3,0,2,1,40,0
28,1,13,1,1,3,4,4,1,40,0
39,1,13,1,1,1,4,3,1,55,1
53,14,6,2,1,6,8,4,1,40,0
47,4,0,2,1,2,5,4,3,45,0
49,8,11,1,3,2,5,4,1,60,0
22,4,0,1,1,3,7,2,3,40,0
31,2,10,1,1,3,0,5,1,40,0
44,2,10,1,3,2,3,6,1,80,0
19,4,0,1,1,3,6,2,1,40,0
37,4,0,1,2,2,2,4,1,40,0
60,4,0,1,0,5,0,4,1,35,0
23,2,10,1,1,3,7,2,1,25,0
44,5,15,1,1,1,6,3,1,65,1
54,4,0,2,5,1,3,1,1,35,0
23,4,0,1,1,1,2,3,1,38,0
21,2,10,2,1,3,3,2,1,10,0
19,2,10,1,6,3,6,2,1,25,0
51,1,13,1,1,1,2,3,1,20,1
41,1,13,1,1,1,5,3,1,50,1
61,2,10,1,1,1,1,3,1,18,1
19,14,6,2,2,6,0,6,3,40,0
22,1,13,1,1,3,4,2,1,40,0
22,4,0,2,1,3,3,4,1,40,0
49,10,4,1,1,1,6,3,1,32,0
35,14,6,1,1,2,8,4,1,50,0
38,2,10,1,1,1,4,3,1,40,0
29,4,0,1,1,1,6,3,1,40,1
56,8,11,1,1,1,2,3,1,45,1
41,2,10,2,1,2,5,4,1,80,0
62,12,14,1,3,1,4,3,1,45,1
27,4,0,1,1,3,0,2,1,40,0
55,4,0,2,0,2,0,4,1,40,0
25,4,0,1,1,3,4,4,1,42,0
33,1,13,1,1,1,6,3,1,75,1
26,4,0,2,1,3,0,4,1,40,0
43,4,0,1,1,2,8,4,1,45,0
53,12,14,1,4,1,0,3,1,40,1
43,1,13,2,1,2,3,4,1,40,0
56,4,0,1,1,2,2,6,1,35,0
25,1,13,1,1,1,4,3,1,50,0
60,12,14,1,1,2,6,5,5,40,0
28,2,10,2,1,3,0,4,1,40,0
21,4,0,1,1,3,8,6,1,40,0
40,1,13,2,1,3,0,6,5,40,0
29,4,0,1,1,1,2,3,5,40,0
20,2,10,2,1,3,2,2,1,25,0
25,4,0,1,1,1,2,3,1,80,1
18,3,7,2,1,3,4,2,1,10,0
32,7,12,1,6,1,3,3,1,35,0
27,13,2,1,1,3,3,2,4,35,0
48,4,0,2,1,5,8,4,1,16,0
20,2,10,2,1,3,4,2,1,25,0
55,4,0,2,1,2,4,4,1,40,0
33,1,13,2,5,3,6,4,1,50,1
21,2,10,2,6,3,0,2,1,12,0
43,4,0,1,2,1,2,3,1,30,0
35,2,10,1,1,1,8,3,1,40,0
39,1,13,1,5,1,6,3,1,35,1
19,4,0,2,1,3,4,4,2,40,0
25,4,0,2,1,3,3,4,5,40,0
44,2,10,1,1,1,0,3,1,72,1
27,7,12,1,1,3,2,6,1,40,0
39,4,0,2,1,1,0,1,1,40,1
69,14,6,1,1,3,2,5,1,40,0
34,1,13,2,1,3,5,4,2,40,0
20,2,10,1,0,3,0,2,1,35,0
37,16,3,2,1,4,3,6,1,40,0
43,1,13,2,5,2,6,2,1,39,0
62,4,0,1,0,1,0,3,1,48,0
34,12,14,2,6,1,6,1,5,40,1
31,2,10,1,2,1,8,3,1,48,0
42,15,16,2,6,2,6,4,1,60,1
26,4,0,2,1,2,4,6,1,30,0
39,2,10,2,1,4,3,6,1,75,0
25,1,13,1,1,3,3,2,1,40,0
54,2,10,1,5,1,0,3,5,30,0
44,12,14,1,6,1,6,3,1,60,1
34,12,14,1,6,1,6,3,1,38,1
21,2,10,1,3,3,5,4,1,40,0
50,16,3,1,1,1,7,3,1,55,0
33,4,0,1,1,3,8,4,1,40,0
40,7,12,2,3,1,5,1,1,40,1
44,12,14,1,1,1,5,3,1,40,1
33,7,12,1,5,2,0,4,1,56,0
21,2,10,1,5,3,0,2,1,40,0
35,1,13,2,2,3,3,4,5,60,0
43,2,10,1,1,1,4,3,1,40,1
57,14,6,1,0,4,0,4,1,30,0
51,12,14,1,5,1,6,3,1,45,0
29,4,0,1,1,1,2,3,1,40,0
51,4,0,1,5,4,0,4,5,40,0
35,4,0,1,1,1,4,3,1,40,0
18,3,7,1,1,3,4,2,1,20,0
58,14,6,1,1,1,2,3,1,50,0
57,2,10,1,3,1,5,3,1,40,1
19,4,0,2,1,3,4,2,1,20,0
37,2,10,2,1,4,3,6,1,40,0
38,4,0,1,1,1,4,3,1,44,0
45,2,10,2,1,6,0,4,1,40,0
27,2,10,1,1,1,6,3,2,40,1
64,10,4,2,0,5,0,4,1,40,0
38,2,10,1,5,1,0,3,1,72,0
30,4,0,1,1,2,2,4,1,30,0
46,1,13,1,1,1,1,3,1,40,0
18,14,6,2,0,3,0,5,1,30,0
60,4,0,1,1,1,4,3,1,40,1
30,4,0,1,1,4,0,4,1,44,0
47,2,10,1,1,1,2,3,5,40,1
39,1,13,2,1,3,5,4,1,40,0
42,2,10,1,1,1,2,3,1,45,1
27,2,10,2,1,2,0,5,1,40,0
44,2,10,1,1,2,4,4,1,40,0
33,1,13,1,1,1,0,3,1,40,0
54,1,13,1,1,3,5,4,1,50,1
58,2,10,1,2,1,0,3,1,35,0
45,1,13,1,1,3,0,4,1,30,0
59,2,10,1,1,1,8,3,1,50,0
29,7,12,2,1,3,0,4,1,50,0
27,4,0,2,1,3,8,4,1,40,0
44,12,14,1,1,1,1,3,1,20,1
44,4,0,1,1,1,2,3,1,40,1
33,2,10,1,1,1,5,3,1,70,1
27,4,0,1,1,3,2,2,1,40,0
33,1,13,1,1,1,5,3,1,55,1
55,8,11,2,1,2,0,6,5,40,0
32,8,11,1,2,1,6,3,4,60,0
31,8,11,1,1,1,7,3,1,45,0
57,5,15,1,3,1,6,3,1,60,1
30,1,13,1,1,1,5,3,1,45,1
78,4,0,2,0,5,0,4,1,1,0
28,1,13,2,1,3,4,4,1,48,0
30,2,10,1,2,3,4,5,2,40,0
29,12,14,1,1,1,6,3,1,40,1
66,4,0,2,1,3,3,5,5,3,0
60,4,0,1,1,1,2,3,1,45,1
31,1,13,1,1,1,6,3,1,40,0
26,4,0,1,1,3,2,5,1,40,0
24,4,0,1,1,3,7,2,1,45,0
29,1,13,1,1,3,4,4,1,50,1
44,4,0,1,1,1,1,3,1,45,1
34,1,13,1,5,1,5,3,1,55,1
59,1,13,1,1,1,6,3,1,43,1
23,1,13,1,1,3,5,2,2,24,0
23,3,7,1,1,3,3,5,1,40,0
55,8,11,2,5,4,6,6,5,35,0
39,4,0,1,3,1,5,3,1,40,1
39,3,7,1,1,3,2,4,5,40,0
57,10,4,1,1,2,0,6,1,75,0
35,4,0,2,1,2,4,6,1,40,0
39,8,11,1,5,1,0,3,1,48,1
47,4,0,2,1,1,4,2,1,38,1
53,15,16,1,6,1,0,3,1,50,1
23,2,10,1,1,3,4,2,5,25,0
35,12,14,1,1,3,2,4,1,50,1
44,2,10,2,1,2,0,4,1,40,0
28,4,0,2,1,3,3,2,1,25,0
26,1,13,2,1,3,5,4,2,40,0
23,4,0,1,1,3,5,4,1,45,0
32,4,0,1,1,1,3,3,1,25,0
49,2,10,1,3,1,0,3,1,50,1
36,2,10,1,1,3,2,2,1,60,0
36,4,0,2,1,2,3,6,1,36,0
41,16,3,1,0,1,0,3,4,40,0
21,7,12,2,1,1,0,1,3,46,1
54,1,13,1,2,1,5,3,1,40,1
43,2,10,2,1,6,3,4,5,40,0
35,2,10,2,5,2,0,6,1,40,0
31,2,10,1,1,1,0,3,1,50,1
46,2,10,1,1,1,2,5,2,40,0
46,4,0,2,1,4,4,4,1,40,0
56,4,0,1,1,1,3,3,1,40,0
45,12,14,2,0,1,0,1,1,1,0
21,4,0,1,1,3,0,2,1,40,0
51,12,14,1,1,1,5,3,1,50,1
47,2,10,1,6,2,6,6,1,20,0
42,16,3,1,1,6,2,4,1,40,0
19,2,10,2,1,3,4,2,1,30,0
25,1,13,1,1,3,2,2,1,40,0
37,12,14,1,1,1,1,3,1,60,1
35,11,8,1,1,1,3,3,5,40,0
40,4,0,1,1,1,0,3,1,30,0
57,3,7,1,2,1,4,3,1,15,0
38,4,0,1,1,1,1,3,1,50,1
48,14,6,2,1,2,4,4,1,38,0
34,2,10,2,1,2,3,4,1,34,0
46,2,10,1,4,2,0,4,1,40,0
30,4,0,1,1,3,0,4,1,38,0
45,12,14,1,6,2,0,4,1,50,0
32,1,13,1,2,1,6,3,1,50,1
35,4,0,1,1,3,8,2,1,48,0
62,2,10,2,1,3,2,4,1,39,1
56,4,0,1,0,1,0,3,1,40,0
50,8,11,1,1,1,3,3,1,40,0
25,1,13,1,1,3,1,4,1,40,0
41,2,10,1,1,3,4,4,5,33,0
35,4,0,2,1,3,3,2,1,27,0
33,2,10,1,1,1,2,3,1,41,1
38,7,12,2,1,1,5,1,1,40,1
37,1,13,1,6,3,6,4,1,40,0
56,4,0,1,1,1,8,3,1,40,1
19,10,4,1,1,3,2,2,1,32,0
31,0,5,2,1,1,5,1,1,40,0
53,4,0,1,5,2,2,4,4,40,1
33,4,0,1,1,4,7,6,1,35,0
72,13,2,1,1,2,3,4,5,40,0
54,4,0,1,1,1,0,3,1,50,1
30,1,13,2,1,3,8,4,1,40,0
51,15,16,1,1,3,6,4,1,40,1
30,4,0,1,1,1,2,3,1,50,1
30,1,13,1,1,3,6,4,1,50,0
32,2,10,1,1,1,0,3,5,16,0
30,2,10,1,1,3,4,4,1,50,1
35,12,14,1,1,1,0,3,1,40,0
40,2,10,2,1,2,0,2,1,44,1
38,1,13,2,6,2,6,4,1,40,0
19,14,6,2,1,3,3,5,1,30,0
32,2,10,1,1,3,6,4,1,44,0
49,12,14,2,1,6,0,6,1,40,0
76,1,13,1,0,1,0,3,1,10,0
60,1,13,1,1,1,6,3,1,35,0
60,0,5,1,1,1,4,3,1,40,0
55,15,16,1,1,1,5,3,1,80,1
41,1,13,2,1,2,1,4,1,30,0
24,4,0,1,1,3,2,2,1,40,0
53,12,14,1,1,1,4,3,1,60,1
69,2,10,2,6,5,0,4,1,38,0
71,2,10,1,0,1,0,3,1,30,0
41,4,0,2,1,1,0,1,1,40,1
32,4,0,2,1,3,3,2,1,40,0
45,3,7,1,1,1,2,3,1,40,0
59,1,13,1,1,2,5,4,1,40,0
31,4,0,2,1,3,3,2,1,35,0
40,4,0,2,1,4,0,6,1,37,0
44,8,11,1,1,1,1,3,1,40,1
63,2,10,2,1,2,4,4,1,60,0
31,2,10,1,5,1,0,3,1,56,1
51,1,13,1,1,3,0,6,1,20,0
51,3,7,1,1,1,8,3,2,40,0
23,4,0,1,1,3,4,4,1,40,0
49,10,4,1,1,1,8,3,1,48,0
56,4,0,1,1,1,2,3,1,45,0
39,4,0,1,1,1,2,3,1,40,1
39,5,15,1,2,1,6,3,1,50,1
30,4,0,2,2,2,3,6,1,40,0
43,1,13,1,2,1,5,3,1,50,0
31,2,10,1,1,3,2,4,1,50,0
44,12,14,1,5,1,6,3,1,35,0
43,5,15,1,2,1,6,3,1,30,1
37,15,16,1,4,1,6,3,1,72,1
41,2,10,1,1,1,0,3,1,46,1
43,4,0,1,1,1,0,3,1,40,1
47,2,10,1,6,1,2,3,1,40,1
38,5,15,1,2,3,6,4,1,45,1
46,8,11,1,1,1,8,3,1,40,0
19,2,10,2,6,3,3,2,1,40,0
19,16,3,1,1,3,3,4,1,50,0
24,1,13,1,1,1,4,3,1,45,1
39,2,10,1,3,1,0,3,1,65,0
37,8,11,2,1,2,8,4,1,30,0
28,1,13,2,0,3,0,2,5,40,0
40,4,0,1,1,2,2,6,1,40,0
27,7,12,2,1,3,4,2,1,40,0
22,4,0,2,1,3,0,5,1,40,0
21,2,10,1,1,3,7,2,1,12,0
32,4,0,2,1,1,5,1,1,40,0
20,4,0,1,1,4,8,2,1,40,0
45,12,14,1,1,2,0,4,1,48,1
46,5,15,1,5,1,0,3,1,40,1
46,8,11,2,1,2,5,6,1,45,0
26,2,10,1,1,3,0,4,1,44,0
47,1,13,1,2,1,5,2,1,60,0
22,2,10,2,1,3,6,2,1,10,0
34,4,0,1,2,1,5,3,1,60,0
49,13,2,1,1,1,2,3,1,40,0
20,2,10,1,1,3,7,2,1,25,0
28,4,0,1,1,1,8,3,1,45,0
30,3,7,1,1,1,8,3,5,40,0
23,4,0,1,1,1,2,3,1,40,0
20,0,5,1,1,3,0,2,1,40,0
31,2,10,1,1,1,3,3,1,55,0
46,13,2,1,1,3,8,2,1,40,0
42,4,0,2,1,4,0,6,1,40,0
60,10,4,1,2,1,2,3,1,40,0
30,1,13,1,1,3,6,4,1,50,0
27,2,10,1,1,1,0,3,1,48,0
20,0,5,2,1,3,4,2,1,32,0
56,1,13,1,2,1,6,3,1,40,1
41,2,10,1,1,1,5,3,1,60,1
61,4,0,1,1,1,8,3,1,40,0
47,4,0,2,1,2,5,6,5,40,1
60,0,5,1,1,1,8,3,1,37,0
33,0,5,1,1,1,8,3,1,50,0
40,2,10,2,0,1,0,1,1,25,0
48,1,13,1,1,1,6,3,1,45,1
56,4,0,1,1,1,7,3,1,40,1
50,8,11,1,1,1,0,3,1,55,1
57,12,14,1,2,1,6,3,1,40,1
20,2,10,2,1,3,0,2,4,40,0
46,8,11,2,1,2,1,5,1,36,0
21,2,10,2,1,3,6,4,1,40,0
37,4,0,1,1,1,5,3,1,40,0
42,2,10,1,1,1,1,3,1,40,0
20,4,0,2,1,3,3,2,1,30,0
54,15,16,1,1,1,6,3,1,50,1
32,4,0,2,5,1,0,1,1,22,0
62,2,10,2,0,1,0,1,1,1,0
50,2,10,1,1,1,2,3,1,40,1
49,2,10,2,4,3,0,6,5,40,0
48,7,12,1,1,1,0,3,1,50,0
24,2,10,2,1,3,4,5,5,40,0
46,12,14,1,1,1,1,3,2,40,1
42,4,0,2,1,2,3,4,1,40,0
52,2,10,1,3,1,2,3,1,40,0
58,7,12,2,5,5,0,4,5,40,0
37,2,10,2,1,2,1,4,3,40,0
34,4,0,1,1,1,2,3,1,40,0
26,2,10,1,1,1,0,3,1,40,0
18,2,10,2,1,3,0,5,1,20,0
33,2,10,1,1,3,6,4,5,40,0
41,2,10,2,1,2,4,4,1,15,0
21,7,12,2,1,3,0,2,1,20,0
23,8,11,2,1,3,1,4,1,40,0
26,2,10,2,4,3,1,2,1,40,0
33,1,13,2,1,1,3,1,1,40,0
24,2,10,2,1,3,5,2,1,45,0
43,14,6,1,1,1,2,3,2,42,0
52,4,0,2,6,2,0,4,1,40,0
27,2,10,2,0,2,0,2,5,40,0
61,10,4,2,1,2,3,6,1,40,0
35,4,0,1,1,1,8,3,1,40,0
35,4,0,1,1,1,2,3,1,40,1
45,4,0,1,3,1,5,3,1,55,1
43,4,0,1,5,1,5,3,1,40,1
51,4,0,1,1,1,0,3,1,40,1
35,1,13,1,1,1,0,3,1,40,0
47,1,13,1,4,1,0,3,1,45,1
22,2,10,1,1,3,0,2,1,40,0
49,8,11,1,3,1,5,3,1,60,1
20,4,0,1,1,3,2,2,1,20,0
19,14,6,2,1,2,3,4,1,40,0
27,4,0,1,1,3,2,4,1,40,0
42,7,12,2,1,2,6,6,1,45,0
27,2,10,1,0,2,0,2,1,40,0
23,2,10,1,2,3,0,2,1,35,0
20,2,10,2,1,3,1,4,1,10,0
47,4,0,1,1,1,0,3,1,50,0
17,11,8,1,1,3,3,2,5,18,0
76,14,6,1,0,1,0,3,1,1,0
39,2,10,2,1,2,4,6,1,40,0
25,0,5,1,1,1,8,3,1,40,0
31,8,11,2,1,1,5,1,5,43,0
44,4,0,1,1,2,0,4,5,20,0
53,8,11,1,1,1,5,3,1,40,1
34,2,10,1,1,4,2,4,1,45,0
45,2,10,1,2,1,5,3,1,60,0
34,4,0,1,1,1,4,3,1,45,0
35,12,14,1,1,1,4,3,1,40,1
36,2,10,1,1,3,3,4,1,48,0
45,2,10,2,1,5,3,6,1,45,0
37,2,10,1,2,1,5,3,1,60,0
53,7,12,1,1,1,8,3,1,40,1
35,12,14,2,1,1,6,1,1,50,1
38,4,0,1,2,1,8,3,1,70,0
65,2,10,1,3,1,4,3,1,40,0
49,14,6,1,2,2,0,6,1,70,0
24,4,0,1,1,3,7,4,1,40,0
54,2,10,1,1,1,2,3,1,40,0
17,14,6,2,1,3,4,2,1,12,0
19,11,8,1,1,3,3,2,1,16,0
60,4,0,2,1,5,8,4,1,40,0
46,1,13,1,1,1,5,3,1,35,1
78,12,14,2,0,5,0,4,1,15,0
26,2,10,2,1,3,5,2,5,40,0
58,13,2,1,1,1,3,3,1,38,0
37,4,0,1,2,2,5,6,1,55,0
41,12,14,1,1,1,6,3,1,38,1
30,1,13,1,1,2,5,4,1,40,0
19,2,10,2,1,3,0,4,1,30,0
48,1,13,1,1,1,5,3,1,60,1
22,2,10,2,1,3,0,4,1,24,0
50,12,14,1,1,6,6,5,1,60,0
25,13,2,2,1,3,0,4,1,40,0
18,14,6,1,1,3,3,2,1,6,0
21,4,0,1,1,3,7,2,1,40,0
47,2,10,1,1,1,0,3,1,50,0
33,4,0,2,1,3,3,5,3,36,0
39,4,0,1,1,2,2,2,1,40,0
67,1,13,1,2,1,5,3,1,8,1
19,2,10,1,1,3,3,2,1,24,0
18,14,6,1,1,3,3,2,1,11,0
36,4,0,1,1,3,0,2,5,40,0
23,2,10,1,1,3,8,2,1,25,0
25,2,10,2,0,4,0,6,1,20,0
40,2,10,1,1,1,2,3,1,40,0
73,4,0,1,2,1,0,3,1,40,0
35,2,10,1,1,1,2,3,1,40,0
31,7,12,1,1,1,2,3,1,40,1
20,14,6,1,1,3,8,4,1,40,0
20,4,0,2,1,3,0,2,1,40,0
27,4,0,1,1,1,7,3,1,40,0
66,14,6,1,3,1,4,3,1,30,0
66,12,14,1,1,1,4,3,1,50,0
64,12,14,2,1,3,6,4,1,35,0
48,2,10,1,1,2,0,4,1,53,0
24,1,13,2,1,3,6,4,1,40,0
51,4,0,1,2,1,0,3,1,60,0
25,1,13,1,1,1,2,3,1,60,1
33,3,7,2,1,4,4,2,1,20,0
50,4,0,1,1,1,8,3,1,50,0
51,10,4,1,1,6,2,4,5,50,0
34,1,13,1,6,1,6,3,1,38,1
41,10,4,2,5,3,3,6,5,40,0
30,2,10,1,2,1,8,3,1,40,0
59,2,10,1,1,2,2,4,1,40,0
41,2,10,1,2,1,8,3,1,40,1
36,12,14,1,2,3,4,4,1,45,1
37,13,2,1,1,1,0,3,1,85,0
28,4,0,1,1,3,3,4,3,30,0
19,4,0,1,1,3,2,2,1,40,0
28,2,10,1,1,1,0,3,1,45,0
62,14,6,1,1,1,8,3,5,40,0
36,12,14,1,1,1,4,3,1,45,1
58,14,6,1,2,3,2,4,1,40,0
42,4,0,1,3,2,4,6,1,50,0
43,4,0,1,3,1,2,3,1,40,0
29,4,0,1,1,1,2,3,1,40,0
32,4,0,1,6,3,5,4,1,50,0
64,0,5,1,5,3,0,5,1,40,0
39,1,13,2,1,1,6,1,1,20,1
26,1,13,2,1,3,4,2,5,20,0
19,4,0,1,1,3,3,4,1,30,0
21,4,0,2,1,3,0,2,1,45,0
32,2,10,2,1,3,0,4,1,40,0
30,7,12,1,5,1,0,3,1,45,0
26,1,13,2,1,3,0,5,1,50,0
20,2,10,2,1,3,0,2,2,15,0
19,2,10,1,1,3,0,2,1,30,0
33,1,13,1,4,1,0,3,1,42,1
23,2,10,1,1,1,2,5,1,40,0
29,4,0,1,1,1,2,3,1,45,0
42,4,0,2,1,1,5,1,1,40,0
30,4,0,1,2,1,4,3,1,50,0
63,4,0,2,1,1,0,1,2,20,0
34,4,0,1,1,1,7,3,1,40,0
60,2,10,1,2,1,2,3,1,24,0
48,4,0,1,1,1,3,3,1,50,0
25,1,13,1,1,3,5,4,1,50,0
27,8,11,2,1,1,0,1,5,40,0
55,4,0,1,2,2,2,6,1,55,1
32,2,10,2,1,3,8,2,5,40,0
22,2,10,1,1,3,0,2,1,25,0
25,4,0,1,1,3,5,4,1,50,0
18,3,7,2,1,3,3,2,1,16,0
24,2,10,2,5,1,0,1,1,44,0
29,1,13,2,1,3,5,4,1,40,0
73,3,7,1,0,1,0,3,1,3,0
39,4,0,1,1,1,2,3,1,40,1
33,12,14,1,3,1,2,3,1,40,0
57,4,0,2,1,2,8,4,1,40,1
22,14,6,2,1,4,3,6,1,40,0
33,4,0,2,0,4,0,6,1,20,0
33,4,0,1,1,1,0,3,1,60,0
42,4,0,1,1,1,2,3,1,40,0
43,1,13,1,1,4,6,6,1,45,0
57,2,10,1,2,1,1,3,1,38,1
42,12,14,1,1,2,6,4,1,40,0
22,2,10,1,1,3,0,2,1,30,0
21,2,10,2,0,3,0,2,1,35,0
42,1,13,1,2,1,4,3,1,50,1
39,2,10,1,1,1,4,3,1,55,0
41,2,10,2,1,1,6,1,1,32,1
20,4,0,1,5,3,7,2,5,40,0
47,2,10,1,1,1,2,3,1,40,0
44,2,10,2,1,2,0,6,1,40,0
29,1,13,2,1,3,0,4,5,40,0
52,2,10,2,1,6,0,4,1,16,1
71,2,10,1,1,5,4,4,1,35,1
52,4,0,1,1,3,2,2,1,55,0
36,4,0,1,1,1,4,3,1,40,0
53,2,10,1,1,2,2,4,1,48,1
37,4,0,2,1,1,3,1,1,30,1
26,14,6,1,1,3,7,4,1,40,0
34,1,13,1,1,1,6,3,1,55,1
35,1,13,1,1,3,6,4,1,50,1
20,0,5,2,1,3,4,2,1,40,0
34,2,10,1,5,1,2,3,1,40,0
56,1,13,1,2,1,5,3,1,60,0
39,1,13,2,1,1,6,1,1,36,1
24,2,10,2,1,3,1,2,1,20,0
24,3,7,2,1,2,4,6,1,35,0
23,1,13,1,1,3,6,4,1,50,0
27,1,13,1,1,3,6,4,1,45,0
25,4,0,2,1,3,0,6,1,40,0
29,2,10,2,1,3,0,4,1,40,0
42,2,10,2,1,1,8,1,1,37,1
51,4,0,1,1,1,2,3,1,40,0
31,8,11,1,1,1,2,3,1,40,0
59,13,2,1,1,1,8,3,1,40,0
29,4,0,2,1,1,3,1,1,40,0
18,4,0,2,1,3,0,2,1,20,0
24,4,0,2,1,1,2,1,1,36,0
38,2,10,1,6,4,5,2,1,40,0
36,4,0,2,1,3,0,6,5,28,0
34,4,0,1,2,4,5,4,1,50,0
42,1,13,1,2,1,5,3,1,70,1
45,11,8,1,2,2,2,5,5,35,0
21,8,11,1,1,3,0,2,1,40,0
64,15,16,1,3,1,6,3,1,60,1
32,4,0,1,1,3,8,5,5,40,0
45,1,13,1,1,3,6,4,1,40,1
53,16,3,1,1,1,8,3,2,40,0
42,4,0,1,1,1,2,3,1,16,0
32,4,0,2,1,2,3,4,1,40,0
49,4,0,1,1,1,8,3,1,40,0
62,16,3,1,1,1,0,3,1,24,0
28,1,13,1,1,1,5,3,1,45,0
29,15,16,1,0,1,0,3,1,50,1
32,4,0,1,1,3,0,4,1,35,0
37,14,6,1,3,3,0,4,1,50,1
38,1,13,1,1,1,5,3,2,50,1
44,4,0,1,5,2,0,2,1,25,0
19,4,0,1,1,3,0,2,1,40,0
22,2,10,1,0,3,0,2,1,40,0
24,1,13,2,1,3,6,4,1,40,0
58,4,0,1,1,1,5,3,1,50,1
56,1,13,2,1,5,3,4,1,40,0
37,14,6,2,1,2,2,6,1,40,0
43,2,10,1,1,2,8,4,1,40,0
32,4,0,1,1,1,2,3,1,40,0
34,1,13,2,1,3,4,2,5,40,0
44,0,5,2,1,2,3,2,1,50,0
28,4,0,1,1,3,7,6,1,40,0
35,4,0,2,1,2,3,4,1,35,0
38,4,0,1,1,1,8,3,1,40,0
26,2,10,2,1,3,1,2,1,40,0
20,3,7,1,1,3,0,2,1,60,0
24,4,0,1,1,1,2,3,1,60,1
40,4,0,1,1,2,2,4,1,45,0
23,4,0,1,1,3,2,5,1,40,0
79,3,7,1,5,1,5,3,1,7,0
44,14,6,2,1,2,0,6,4,42,0
51,12,14,2,1,1,6,1,1,50,1
30,4,0,1,1,1,8,3,1,40,0
52,7,12,1,1,1,4,3,1,48,1
41,1,13,1,1,1,5,3,1,40,1
33,16,3,1,1,1,0,3,2,40,0
50,1,13,1,1,2,5,6,1,45,1
51,8,11,1,1,1,1,3,1,40,1
41,4,0,1,1,3,8,4,1,40,0
35,1,13,2,1,1,4,1,1,30,1
34,2,10,1,1,1,5,3,1,40,1
28,1,13,1,1,3,6,4,1,45,0
31,8,11,1,3,2,4,4,1,40,0
22,4,0,1,1,3,7,2,1,40,0
67,4,0,2,0,5,0,4,1,15,0
65,4,0,1,1,1,4,3,1,40,1
39,4,0,1,2,1,4,3,1,50,1
23,2,10,1,1,3,1,2,1,40,0
29,7,12,1,2,1,4,3,1,50,0
57,14,6,1,2,2,5,2,1,60,1
47,2,10,2,1,5,3,4,1,35,0
51,4,0,1,5,1,0,3,5,60,0
34,4,0,1,1,1,7,3,5,40,0
52,4,0,1,1,1,5,3,1,60,1
29,4,0,1,1,1,6,3,1,40,1
29,4,0,1,1,1,2,3,1,40,0
25,2,10,1,5,1,0,3,1,40,0
21,2,10,2,1,3,3,4,1,40,0
38,1,13,2,1,6,6,4,1,40,0
55,4,0,1,2,1,4,3,1,50,1
61,1,13,2,3,4,4,4,1,30,0
34,7,12,2,1,3,0,4,2,60,1
41,1,13,1,1,1,0,3,1,40,0
27,8,11,1,5,3,0,2,1,43,0
78,1,13,1,2,3,5,4,1,20,1
40,4,0,1,1,1,0,3,1,40,1
26,10,4,1,2,1,0,3,1,75,0
43,4,0,1,1,1,3,3,2,60,0
55,4,0,2,0,5,0,4,1,20,0
25,8,11,1,1,1,1,3,1,40,0
26,2,10,2,2,3,3,4,1,48,0
43,4,0,1,3,1,4,3,1,68,1
25,2,10,1,1,3,3,2,1,40,0
22,2,10,2,1,3,0,5,5,30,0
52,4,0,1,2,1,2,3,1,55,1
61,4,0,2,1,1,0,1,1,5,0
